@relation tweets

@attribute TweetText string
@attribute sentiment {negative,irrelevant,neutral,positive}

@data
'Twitter OFF',neutral
'Android Google Android Ice Cream Sandwich All New Core Applications Overview DhilipSiva',neutral
'Desde cundo Twitter desactiv para todos la opcin Los RTs de esta persona aparecern en tu TL',irrelevant
'Twitter Introduces Free Twitter Web Analytics Tool via HubSpot reporting',neutral
'Took me months to decide but tonight I have chosen google over Amazon S for image storage solution',positive
'So im chillin at work finally gettin a chance be on Twitter wat I miss so far',neutral
'Ishi o faceunlock do icecreamsandwich android no funcionou no seu lanamento google',irrelevant
'i see the microsoft lync bit installer still tries to install to CProgram Files x',neutral
'MindTree Introduces mPromo Trade Promotion Solution on Microsoft Azure for the Consumer Packaged Goods industry',neutral
'RT gk Google a pas innov avec un tamagochi ils ont tout compris google nexusprime',irrelevant
'Love ios Easter eggs Pull down from middle top to bottom and see what pulls down Awesome little feature ios apple',positive
'ios getting sloppy apple U need to check your QA team Too many issues with apps data and syncing',negative
'OmniTouch from Microsoft makes every surface a Touchscreen gadgets',neutral
'The nice apple tech support guy fixed my iTouch D',positive
'Apple Siri is not working due to network problem Seriously Can you fix this iPhones Fail',negative
'I have been seriously slacking with my mandarin studies these past few months Blame Microsoft and Cisco StudyingWhilstMotivated',negative
'Like to get my hands on an ice cream sandwich android google',neutral
'Y pues ya me voy a dormir Comper se quedan es su Twitter',irrelevant
'Kind of excited On my way to my last class right now and then going to the Apple store so buy MacOSC Snow Leopard and Lion',positive
'Icecream Sandwich looking good so far android google',positive
'Really Apple and ATT Removing the GEDGE switch on iOS You do realize that you work on the G network in places often right',neutral
'Demo crime for google dude in white suit Face recognition for unlocking doesnt work if you wear make up apparently',neutral
'Microsofts CEO Steve Ballmer critics the user friendliness of Android Android Google Microsoft WP',neutral
'Microsoft delivers developer preview of Roslyn compiler as a service',neutral
'Twitter is blowing me I cant see my retweets',negative
'TechNet Blogs Technical Overview of DuetEnterprise for Microsoft SharePoint and SAP',neutral
'AndhixD yaaa hehhe q habras echo toda la tardee mmm no no maaal maaal Haha oye algo le pasa a mi twitter',irrelevant
'Good Morning Twitter Have a nice day',neutral
'All I can say about Apple right now is GoodRiddance See Cancer isnt ALL BAD',negative
'Microsoft Eyes A New Approach to Social Search',neutral
'Lol Apple support playing Mary J Blige during the wait time',neutral
'RT nineoh SIMPLY DA BEST ON TWITTER MY TWEEPS MuiDziak Ecofriendly wstein imCHOKOLATEwhoU SoDearMyHeart sscoop PyrexPress',neutral
'Im thinking about Google GetGlue Google',neutral
'Google thinks your digital books belong on a digital bookcase digitally video',neutral
'Google eBook The way we shop is changing and marketing strategies are simply not keeping pace',irrelevant
'Bill Gates to testify in Novel v Microsoft antitrust lawsUI t',neutral
'Android SDK now available google android',neutral
'ESTUDIO Microsoft vende ms pese a alto precio',irrelevant
'B Nortel IP Deal Still Under DOJ Review Microsoft Exec via IPLaw in',neutral
'microsoft tablet ziet erg goed uit wel jaar te laat adobeusergroup',irrelevant
'Facebook Y Twitter Off xd',neutral
'Microsoft details Windows search improvements via SlashGear',positive
'RT nataliajones Use Twitter to generate traffic to your website',neutral
'Some shld create a Business where they take ppls twitter streams over a period of time make them into a nice book keepsake urwelcome',neutral
'Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at whats new from Android',neutral
'Tengooo muchiisiimo sueo twitter off descanseen',irrelevant
'soy un guacamaya en twitter',irrelevant
'Twitter I apologize being out of line regardless what sum does I promise remain humble keep it from public eyeiloveyaHennessyNation',neutral
'Android Google Android SDK now available DhilipSiva',neutral
'CBM Lies apple the battery on this new iPhoneS is definitely not any better ltlt check Settings times more App usage in iOS',negative
'TebanRk criszambrano o a estos menes ome cuando he dicho jajaja patos en el twitter Jams',irrelevant
'Simontownsend Microsoft tests and proves AppSense enterprise scalability K users on one personalization DB',neutral
'FishMama If you made a purchase just wait for the apple survey hate going bc of the bad custserv',negative
'Belle le magliette che diamo a SMAU in Microsoft',irrelevant
'Echelon Quality Management System pdf ebook google',irrelevant
'Coursey Forbes Open Letter Steve Ballmer Please Retire OpenLetter SteveBallmer Microsoft',neutral
'At the Genius Bar Waiting apple store',neutral
'RT Brittjje Morgen maak ik bekend wie een WindowsPhone krijgt is ook de laatste dag dat je live mijn telefoon ziet detelefoonvanbr',irrelevant
'Right Migrate from older mbp to imac using ethernet not firewire Thanks Drew for saving me some apple',neutral
'Microsoft Stores offer up free Windows Phone devices microsoft microsoftstores',positive
'any chance apple will release good headphones that dont blast music outside the ears iphone ipod its quite obnoxious',negative
'hmm that should have read the milky white film of busyness D vs microsoft',neutral
'I became a Citizenship Member at Microsoft Thanks GOD MSPEgypt Microsoft',positive
'Whats a good twitter ap for iOS that links to FB accounts to post links help',neutral
'Amazing new Apple iOs feature',positive
'RT NeowinFeed Android Ice Cream Sandwich announcement roundup android google neowin',neutral
'Android Ice Cream Sandwich Gmail reminds me a lot of iOS mail app CopyAndPaste Google',neutral
'Alright well Apple just got its ass kicked in the face by Google so hard with its new Googles Nexus phone It will be brilliant',positive
'In front of the apple store So many blue shirts I feel like Im at a smurf reunion iPhoneS',neutral
'Ternuritas los que creen me la paso conectado al twitter no saben de las aplicaciones jajaja Oaxaca',irrelevant
'muy buen experimento de google la cago D webgl la lleva',irrelevant
'bye bye twitter',neutral
'making the switch from Android to Apple iphone iphoneS smartphone stevejobs Apple Store',positive
'Google Docs presentation makes PowerPoint weep beg for mercy via engadget google powerpoint microsoft haha',neutral
'Prototipo Microsoft que convierte cualquier superficie en tctil asombroso',irrelevant
'Samsung e o Google lanam hoje o Galaxy Nexus e o Android google samsung',neutral
'Thanks Irma TellJuicy TWITTER BUSINESS November KingstonCC Twitter Melbourne Business',neutral
'Waiting patiently for me at the apple store Badog',neutral
'Los fabricantes de mviles y su integracin con las redes sociales Sony Ericson apunta a Facebook Apple a Twitter y Samsung a Google',irrelevant
'WHTS GOIN ON TWITTER FAM',neutral
'ChinkiiBeauty y u upTwitter',neutral
'Check out this Interesting Blog on Tips from YouSendIt wht Consider When Migrating Microsoft Exchange',neutral
'twitterfacebookOff good night everyone bye bye',neutral
'De volta no Twitter Boa noite pessoas',irrelevant
'Impressive service apple genius bar metro centre Power cable replaced free n booked in for screen replacement for free D',positive
google,neutral
'Goodmorning twitter',neutral
'GMusic Unites Google Music with Apple iOS Apps',neutral
'RT twandroid Cest quand mme une confrence o on nattend pas h pour avoir une nouveaut google nexusprime',irrelevant
'Been on hold with apple customer service for minutes Wow lts like theyre timewarnercable',negative
'RT CrazyGolfer If you lose followers on Twitter dont worry even Jesus lost followers Unknown quote via smqueue',neutral
'A ver si me meto en la adiccion esta de la mierda de twitter',irrelevant
'If you didnt know Free Microsoft HTML Webcamps on West Coast MountainView Redmond Portland check them out',positive
'Microsoft tries to combine the Xbox WindowsPhone and PC and all of them will share the same neat looking interface',positive
'started out as a trip to the apple store turned into a spontaneous fun evening w MolleyMoody we danced while trying on outfits girls',neutral
'Win an Apple iPod Touch from Mommygaga get the Pampers Hello World Baby Memories App PampersHelloApps',neutral
'Win an Apple iPod Touch from Mommygaga get the Pampers Hello World Baby Memories App PampersHelloApps',neutral
'Microsofts Kinect brings playful learning to the Xbox',neutral
'RT yaksys My twitter age is year days hours minutes seconds Find out yours at twittertime',neutral
'VisualStudio Developer Preview Training Kit released start learning Microsoft',neutral
'Apple will be adding more carrier support to the iPhone S just announced',positive
'twitter is trippin',neutral
'excellent AngryBirds Google Chrome Commercial p HD via youtube',positive
'Ahaaa Ich hab mein Problemkind gefunden KB ist der beltter microsoft office update',irrelevant
'Guys from Microsoft tell Startpack developers about how to integrates with SystemCenter via web services',neutral
'Y termina el evento Android Google Samsung',irrelevant
'Samsung Galaxy Nexus el nuevo smartphone oficial Google con Android IceCream Sandwich Google Android',irrelevant
'Microsoft CIO Leadership Circle ganz im Zeichen des neuen Arbeitens Wien pts microsoft',irrelevant
'CES Keynotes erneut mit erstklassiger Besetzung ces Daimler Microsoft',irrelevant
'That was good but when is it coming out What carriers What pricepoints android google',neutral
'Tap to focus and face recognition ics galaxynexus google',neutral
'Demasiado Twitter por hoy nos vemos TwitterOff',irrelevant
'Hoy MiDia Facebook Twitter Noticias todo ha estado super divertido y acelerado Qu estar pasando',irrelevant
'lo mejor de twitter es que no tenes que esperar un monton a que carge tu fotoD',irrelevant
'Blackberry vs Apple iPhone',neutral
'The new camera app along with the zero delay camera on the Galaxy Nexus is very nice Google Android ICS',positive
'RT BucBoyy Its So Funny Because She Got A Twitter Now Lol',neutral
'Who will be our Twitter winner daytimewdonna giveaway for this Fri Tweet about our show our guests why you LOVE us use dwd',neutral
'vou saindo do TWITTER',irrelevant
'de esa gente q acaba de leer el libro vi una definicin mdica y la pone en Twitter wevatotal',irrelevant
'Apple cash balance billion surpassing the total operating balance of the US government rich apple google microsoft money',neutral
'RT IMPULSONEGOCIOS Microsoft convierte en tctil a cualquier superficie VIDEO',irrelevant
'Microsoft OmniTouch Convirtiendo cualquier superficie en una pantalla tctil',irrelevant
'Thank you twitter for not giving me the tweets that have been tweeted at me in the past days Lol blameitontheiphone ineedtoupdate',negative
'Guess Im addicted to Twitter Writing the answers to marks University exam questions in less than characters P',positive
'I love Ice Cream Sandwich Android Google Samsung',positive
'RT bytenow The next pure Google phone is the Galaxy Nexus by Samsung Its fast and has a nice screen',neutral
'RT TheMacMob Sprint Verizon ATT Apple Stores',neutral
'Follow your interests twitter',neutral
'I wish there was Microsoft PowerPoint for iPad',neutral
'Coole minuten VIDEO Een online checkout in een webwinkel in In Real Life google webshop',irrelevant
'Twitter off mii voii',irrelevant
'Twitter Buzz Builds for the Occupy Wall Street Movement CHARTS twitter occupywallstreet teamfollowback autofollow',neutral
'RT WinBetaDotOrg Microsoft releases developer preview of Project Roslyn compiler Microsoft beta',neutral
'Microsoft employees reveal theyre working on nextgeneration Xbox',neutral
'rogriffo VC Viu ontem A Apple Estava dando IPhone No Site dos estados Unidos',irrelevant
'Nice talk by renatmin KenyaOpenDoor microsoft community',positive
'Straight Outta Hak Mob RT JhonDoeSmokes Out of my months of actually gettin on Twitter Ive only bee cont',neutral
'No face tagging in the new Android gallery Google',neutral
'Open Virtualization Format adopted by VMware Microsoft and Citrix How come no mention for open source leader RedHat vmworld SEC',neutral
'Marlorific well I feel great about being your first twitter friend',neutral
'Eles arrastaram os barcos para a praia deixaram tudo e seguiram JesusLucas e este foii o primeiro twitter da historia humana RT',irrelevant
'Steves last Design is apparently the apple apple iPhone',neutral
'Quieres un buen antivirus para tu Compu Aqu esta la solucin Antivirus de Microsoft',irrelevant
'i need a hookup stop teasing me google i want the new nexus',positive
'So my iMessage still isnt working apple',negative
'OFAIA BarackObama itheperson wld like all gov reps have the date and state they reside in posted on their twitter pic wethepeople',neutral
'Video SIRI also gets angry chrisvoss apple apple siri iphoneS Ai',neutral
'Microsoft Hints at Windows Phone Apps from Indian Publishers and Services wp windowsphone msft',neutral
'Google announces NFCbased Android Beam for sharing between phones android androidbeam',neutral
'twalve apple you know the issues they have with DST and alarms p',negative
'Apple Google Microsoft Um was streiten wir eigentlich Wer der bessere Abhrdienst ist Oder was',irrelevant
'Thank you Internet for allowing me to be Bunny Watson for my friends google imdb allmusic',neutral
'Metro design language Microsoft took inspiration from King County Metro microsoft metro windows bus',neutral
'RT EverettColdwell SusanFelicity One really good thing with twitter is that most people appear to be on the progressive left socia',positive
'RT gkumaran EMC White paper on Automated Perf Optimization for Microsoft Applications with EMC VMAX FAST VP and HyperV SCVMM htt',neutral
'RT MicrosoftAiuta Microsoft vi aspetta a SMAU dal al ottobre venite a trovarci Siamo al Pad Stand A',irrelevant
'Overall I am a fan of the iPhone S however my Siri has issues connecting to the network Apple',negative
'Buffalo Intel Microsoft IBM are the best pavilions at SMAU',positive
'Android Google Nexus S Getting Ice Cream Sandwich OS Theoretically Should Work on Any Android DhilipSiva',neutral
'Google and Samsung Announce the Galaxy Nexus Android ICS Icecreamsandwich Google Samsung',neutral
'searches on Google are related to location mobile search queries have local intent',neutral
'Distrust and angst amongst Nokia employees against Selop Microsoft fixation',negative
'linux ubuntu Windows microsoft Que gran diferencia',irrelevant
'RT StevenBouquet BREKEND Microsoft en Linux nu beiden in de aanbieding',irrelevant
'There you go according to Google is builtin to the OSNexus line Smart move',positive
'Saints Row The Third and doughnuts for dinner microsoft pc',irrelevant
'Not greatly impressed with Google and Samsung presentation skills',negative
'I hate Microsoft PowerPoint',negative
'Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes Youre Lucky lt',neutral
'Pelado con la tecnologia iria a pegarle una pia a BillGates Odio a Microsoft',irrelevant
'Ta medio tela hoy el twitter twitteroff goodnight everyone',irrelevant
'Deiixando o twitter BOA NOITE a todos qual quer coisa s chamarem no facebook FUI',irrelevant
'Hey google when unveiling a new productuse a backdrop w lots of spatialtemporal high resolution activity Video codecs will love it',neutral
'guardiantech I love the And now it is looking to China Apple funds sweatshops there while Gates funds a foundation apple microsoft',positive
'Steve Ballmer haalt uit naar Android Ironisch als je bedenkt dat Microsoft goed aan Android verdient',irrelevant
'Lets play a game ie microsoft useragent yourbrowsermatters radiotux webstandardat heiseonline ChrisZwitschert',irrelevant
'TheRealJedaD If her name aint Twitter then ur not bcuz u been on here for a minute goin HAMlol Im Just Sayin',neutral
'Twitter Off',neutral
'RT whymicrosoft Googles Ad revenue for Q was of total revenue So are Google customers the commodity being sold to advertisers',neutral
'Apple Siri is amazing Im in love',positive
'tomcastiglia and sharepointony now presenting on SharePoint upgrade planning at our SharePoint ECM Summit at the Microsoft Tech Center',neutral
'Sigo resentida porque yo quera ver solamente a cobra Evenpro para la prxima no metan tanto la pata Twitter OFF',irrelevant
'Hall Pass had me rolling Apple bees lookin for nookie really',neutral
'The new panorama feature in Android Ice Cream Sandwich is pretty cool Saw a glitch in the live presentation though Google',neutral
'RT Juani You doing a lot of hating guy RT BlueChipperz This nigga need to go to Twitter Jail',neutral
'Me dijeron q me vuelva al pas de los soretes y llegue a Twitter con todos ustedes D',irrelevant
'virgojud well maybe if you would set ya apple products to send push notifications it would go through',neutral
'Apple Handy iPhone SBesitzer schimpfen ber Netzprobleme',irrelevant
'This is what I have been waiting for RT Apple The last big project Steve Jobs was working on was the new cranial insertion device iMplant',neutral
'i update to ios and lose everything on my phone and it wont let me sign into my itunes account thanks Apple',negative
'RT ricklennie Un vistazo a Windows Server Microsoft MSDP',irrelevant
'apple you have invented a product that actually gets my brother to call my parents when he gets where hes going Amazing siri ipods',positive
'RT KnowYourMobile Steve Ballmer says new Windows Phones will launch at Nokia World event WP microsoft',neutral
'iPhone S Setup SIRI for your Tweets apple apple iphone siri',neutral
'paulens It surprises me that Apple throws up an error alert about authorizing and theres no Authorize this computer button',negative
'definitivamente sigo sin entender un carajo de Google',irrelevant
'ICS showoff froze my browser Well time for sleep I guess Android Google Samsung',neutral
'Android Google Android Ice Cream Sandwich Official SDK Now Available DhilipSiva',neutral
'RT Androidheadline Three UK to carry the Samsung Galaxy Nexus android Samsung UK telecom biznews Google news',neutral
'ManagementTool aus der Cloud Microsoft erweitert Intune um Softwareverteilung und Remote Task windows',irrelevant
'followme followmejp follow japan twitter',irrelevant
'Ufff after Microsoft MTS and MVP meeting Was great MVPBuzz',neutral
'Need info Microsoft CRM then check this out',neutral
'Microsoft se rjouit davoir loup le rachat de Yahoo',irrelevant
'Twitter Buzz Builds for the Occupy Wall Street Movement CHARTS twitter',neutral
'VolviiendoO Ah Twitter haha Diios Les Bendiiga',irrelevant
'So glad Google adopted a design philosophy for Android aka It shows soooo much This is the polish Ive been waiting for',positive
'Zou microsoft vrij van rancune zijn Hier de reactie op de populaire Androidtel',irrelevant
'EvolutionOfIT cloud event BenchmarkLearn can any microsoft or MSLearning folks help create us a windows azure pass ex BLAZURE',neutral
'Microsoft details Windowss new Start Screen Search',neutral
'Check out our newly revamped Testimonials page for more information on how Microsoft Dynamics CRM can work fo',neutral
'Mommygaga Win an Apple iPod Touch Mommygaga get the Pampers Hello World Baby Memories App PampersHelloApps',neutral
'sipcom supporting arkadin at ipexpo showing the advantages of hosted lync for enterprises ucoms MSFTnews Microsoft ucexpo in',irrelevant
'ICS plutt bien dans lensemble perso jaime beaucoup linterface des contact epic fail reconnaissance faciale google android',irrelevant
'Microsoft CEO Looks Ahead at Social and Mobile Plans Technology Microsoft Nokia',neutral
'Anyone else seeing missing signal bars on their iPhone GS with an upgrade to iOS cc applecanada apple forstall',negative
'SincerelytiGG I guess dat wat twitter does lol',neutral
'Microsoft turns your body into a touchscreen Microsoft',neutral
'Google confirms Nexus S will get Ice Cream Sandwich for real this time Gingerbread',neutral
'CriistianZepeda oyendo musica chat en TWITTER',irrelevant
'Novo Nick in twitter Hehe',neutral
'RT FaithMcNally RhiannaRaee hanging apple in tacoma listening to the beatles',neutral
'Mayati I think Apple didnt do such a thorough job with the step x steps for upgrade and move to iCloud Now its cost me mightily',negative
'Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at whats new from Android',neutral
'Siri is having a hard time remembering who my sister is contact card needs space for family info iPhoneS apple',negative
'wheniwas Apple registered the domain name thus beginning their plan for world domination',neutral
'twitter keeps me company when i cant sleep',positive
'Hilarious youtube video guy does a duet with apple s Siri Pretty much sums up the love affair',positive
'Twitter Whats happening Facebook Whats on your mind Myspace Where is everyone',neutral
'Steve Ballmer At Web Microsoft CEO Disses Android iPhone sem mobile',neutral
'Excelente articulo RT teresitacc Interesting read How Apple eclipsed Microsoft via guardian cc elcheicon',irrelevant
'Twitter to Reformat All URLs With Tco',neutral
'Noarchive is used to restrict search engines from saving a cached copy of the page Google',neutral
'ICS looks awesome please let me have it on my phone android google motorola',positive
'apple facebook facebook microsoft hahahahaha',neutral
'facebook oof twitter of night night every',neutral
'Next year is going to be really interesting in tech as Google Amazon Facebook and Apple vie for new growth areas',neutral
'Mango shows Microsoft still has the taste for smartphone success Apple Google',irrelevant
'nothing like saying screw you to a bad real estate company on different social pages google citysearch yellowpages yelp yahoo',neutral
'Microsoft Codename Data Explorer CTP Coming Next Month SQLServer SQL SQLAzure',neutral
'apple iOS upgrade done Much better feature Few more feature required',positive
'Twitter Facebook Google YouTube Msn Gmail OFF A dormir se ha dicho',irrelevant
'On Google then go here GPlus Googleplus Google teamfollowback socialnetwork',neutral
'RT SourDReyyy obsexxed got one of the dopest blogs on Twitter and TumblrRealTalk',neutral
'Microsoft took months to recruit Everson and months to lose her to Faceboook via Adweek',negative
'Why is everyone hating on Android IceCreamSandwich ICS everyoneisacritic os google',neutral
'People arent the same as they wanna be perceived on twitterPlease believe Im that crazy bitch at work who slaps everyones ass in line',neutral
'StevenRestern Wvn soi novato en Twitter me explica D',irrelevant
'Can an algorithm be wrong Twitter Trends the specter of censorship and our faith in the algorithms around us',neutral
'engineers google Manny Marroquin MannyMarroquin',neutral
'Sleep Finally Twitter',neutral
'Google Nexus press conference slick',positive
'Just wonder how much time it will take throw an update of android ICS on Nexus S Please google make it quick this time',neutral
'RT twandroid Consommation data affiche dans les paramtres avec mme une approximation de la consommation future google nexusprime',irrelevant
'Why doesnt the Genius have songs for Watch the Throne yet HUH APPLE',neutral
'Microsofts Steve Ballmer attacks Android phones Telegraph via Telegraph',neutral
'BADDchikkENT See What I Mean Twitter oO',neutral
'Bom vou fechar esse Twitter porque ele est roubando os meus assuntos',irrelevant
'chriswglowe apple gadgetlab you can tell me tonight cracking open the vodka tonight if you fancy',irrelevant
'kaiylwlf So Tumblr is way more addictive than Twitter but i still love both of them and they can coincide with each other bromance',neutral
'Gonna Crash Out Pretty Tired Night Twitterlt',neutral
'madtruckman Modern Day Autograph I like the way you put that twitter',neutral
'I need unfollow some of these wannabe Gs RT SteveGrofTeeZ RT TheKase Do real thugs have twitter confusedbymytimeline Hell no',neutral
'RT packardbell Microsoft presenta un teclado touch sobre cualquier superficie',irrelevant
'Thanks Android for admitting youre ugly New font is a good start ics google',positive
'watching a new interview with LLDBB giving props to twitter glad to see her out on her own doing her own thang',neutral
'Everybody a somebody on twitter FAKE ASSES',neutral
'Night twitter lord please let that girl get some sleep',neutral
'Noti Bolivia Microsoft lanza sitio oficial de Skype',irrelevant
'RT BucBoyy Ima Addicted To Twitter',neutral
'Microsoft Cloud Microsoft offers students free access to its technologies to improve employability Dubbe TCN',positive
'RT RoycinD FINALLY Power Volume Screenshot No more rooting required Google ICS galaxynexus',positive
'ahooten welcomee to twitter',neutral
'these chickz on twitter stay with they mommy',neutral
'Thx instagram Thx apple hypo D trix',positive
'RT RedDeerSteph Joelplane apple I hear you Ive had trouble with my now Ive even turned down brightness andshuttingdownru',negative
'Thanks for the follow dont forget to add us to your Twitter list',neutral
'FreeSoftwareFoundation publicly warns of danger of implementing Microsoft Restrictedboot wo UEFI anonymous USDOR',neutral
'uniquegens Microsoft',irrelevant
'Buenas noches a todos ya casi fin d semana y maana clase a las ya el ultimo jalon twitter off',irrelevant
'Correction Best Buy kudos to Chris Alamo Ranch SA TXfixed issues couldnt resolve after day w ATT Apple Hero of my day',negative
'i just realized if i have a ridiculously long name in twitter no one could reply to me hmm the possibilities',neutral
'RT remcovandenhout Meest comfortabele Touch area voor tablets volgens onderzoek Microsoft augnl thumbsUp',irrelevant
'Microsoft portiert Enterprise BIApps auf iOS und Android ITespressode',irrelevant
'Thank you apple My new gfiphones is great She does everything',positive
'MI NOVIA Y COSTUMBRE DE DEJARME DE SEGUIR EN TWITTER JAJJAA',irrelevant
'RT BrightSideNews Google and Samsung Announce the Galaxy Nexus Android ICS Icecreamsandwich Google Samsung',neutral
'Why is Google advertising Adwords Express on Bing Hmmm I know Ballmer is happy D Google your already a monopoly',negative
'New Galaxy Nexus App Improvements New visual voicemail within the phone app nexus samsung google android bitlynEJbyE',neutral
'But fb still sucks amp twitter beats it anyday',positive
'Comparing the apple BlackBerry appsinterfaces can anyone imagine how BlackBerry could have done worse sadreally',neutral
'Me identifico mas con TWITTER q con FACE xq aqui puedo expresar todo lo q siento x JUSTIN sin temor a ser criticada',irrelevant
'necesito encontrar tantas respuestas que no las da ni google ni wikipedia entonces donde',irrelevant
'YersonAponte Que conste quedo en el Twitter xD',irrelevant
'DayaThomas Amiga le doy mi Bienvenida al Twitter Kisesessesesesesesese',irrelevant
'I will never purchase another Apple product for the rest of my life I am glad Steve Jobs is fucking dead MAY YOU FUCKING ROT IN HELL',negative
'Apparently fuzzball crashes on iOS Congratulations apple on another incompatible upgrade',negative
'Raza Abbas NumeroUno RazaNumeroUno thanks for following me on Twitter Happy Tweeting',neutral
'Well Im kinda really bored right now time to waste some time reading quotes on twitter',neutral
'Natalysanchezs segn se un sentimiento google',irrelevant
'Recuerdan que Apple haba comprado el dominio html com pues ahora es de Microsoft O Qu se traen estos',irrelevant
'WHY DFF IS TWITTER STILL LAGGIN ON SHOWIN WHO RETWEETS UR SHITT',negative
'Stay hungry stay foolish Steve Jobs founder Apple WinningWithEL',neutral
'I just installed Twidroyd for Twitter on my Android Phone Its Free and you can mute users',neutral
'Google To Begin Encrypting Searches Outbound Clicks By Default With SSL Search searchengineland',neutral
'RT TAXI twitter',irrelevant
'With friends like Billgates and steveballmet at microsoft who needs enemies',negative
'Boy could apple make it any harder to put my purchased music from the cloud on to my new macbook pro You must authorize this computer',negative
'Apple downloads of iOS are proving popular with users',positive
'Busco ms Desarrolladores C con experiencia tambin en Testing para proyecto en Microsoft net RRHH empleo',irrelevant
'Nokia cooperation with Microsoft listed as the th riskiest business move of the year',negative
'probando la videollamada en facebookbuenooooo en esto si le ganaron a Twitter',irrelevant
'RT guardiantech Microsoft Kinect brings playful learning to the Xbox Gaming',neutral
'Bravo u should have a cast of Latina housewives WE have some pretty successful Latina Women in this world GOOGLE them',neutral
'che palle sto cacchio di WP di merda con un Whatsapp che funziona di cacca per colpa del sistema di notifica apple send me an iphone',irrelevant
'I want the new google galaxynexus Android is going to be the fucks',positive
'SpeechTrans on Apple App store listed as the best bidirectional Speech To Speech Translator Posts on Twitter',neutral
'ihateitwhen i think of a cool twitby da tym i grab da fone load twitter i would have forgotten it dumbass',neutral
'U pick CameraIphones orCameraIpad apple',neutral
'Google Google Galaxy Nexus Seite ist online TeaserVideo Caschys Blog Uhr und die Galaxy Nexus Seit',irrelevant
'SO to apple for replacing my phone for free',positive
'stage Toulouse Microsoft net SuperBote Win geeks Please RT',neutral
'Best night inna while newbestfriends wish you kids had Twitter amaturehour',neutral
'RT edatpost Apple fan Eric Holder spotted at the Genius Store',neutral
'Lo Bueno de twitter es que no cualquier babos Tiene Claro que hay unos casos que',irrelevant
'Join Microsoft Experts in hr for a live technical chat on WindowsPhone Mango Live Tiles wpdev wp msteched',neutral
'Hm Cant decide if I should like it or not Microsoft OmniTouch',neutral
'google Unwrapping Ice Cream Sandwich on the Galaxy Nexus',neutral
'RT xJustLuckyx I dont know why I even bother checking FB anymore I stare for two minutes and just log off lol TwittergtFb',neutral
'Dropbox balked at acquisition by Apple My apps thank them',neutral
'grumbledook still poor central management from Apple then microsoft',neutral
'Microsoft SystemCenter',irrelevant
'el twitter es demasiado adictivo',irrelevant
'Teach Different iTeach Therefore iAm apple teachforus teachforamerica ipad stevejobs',irrelevant
'apple the iPhone s is great genius',positive
'zombiebomber have been on the phone with verizonwireless and apple pretty much ever since then Really annoyed',negative
'Microsoft Dynamics NAV is a cesspit Extreme consultingware To be avoided',negative
'RT StrTalk Need to step my twitter game Where is teamfollowback miami ff JAYSCANDRETH WhatupHOE',neutral
'iPhone S in Space this is amazing creative apple your products inspire people to do unbelievable things',positive
'RT ItalianJoya i better be able to see my RTs tomorrow twitter and tell that lil blue ass bird and fat ass over capacity whale to',negative
'Apple sells record M iPhoneS phones in first days',neutral
'RT DonChambitas Busco ms Desarrolladores C con experiencia tambin en Testing para proyecto en Microsoft net',irrelevant
'Skype geovannyacaro como en twitter geovannyacaro',irrelevant
'Tool to allow users to apply DataQuality rules directly from MS Excel Learn more infamarketplace Excel Microsoft',neutral
'RT aranzibia Las aplicaciones ms populares para iPhone va AppleWeblog iphone apple',irrelevant
'Sistema de fotos panormicas na camera do icecream sandwich icecreamsandwich galaxynexus google samsung',irrelevant
'apple why dont you guys test your upgrades before you put them out hrs u guys wasted of my time yesterday Thanks',negative
'is it me or blackberry is begging ppl not to go apple iphone',neutral
'RT meko Google Android ICS IceCreamSandwich',neutral
'Fullscreen berall nur der AppStore hat keine Option dafr Warum apple',irrelevant
'Wowww Can watching Twitter trends help predict the future via zite',neutral
'Microsoft Announces Interactive TV For Childrens Games Story Books Xbox Microsoft family fb',neutral
'RT CNBC The Worlds Most Tweeted Moments Link to Story Twitter',neutral
'PorzelinCako jaja yo tmb esoy como mafferrdz como no tengo ni perro ps minimo Twitter jaja',irrelevant
'Is it just me or is iOS faster for the iPad apple',positive
'Samsung Galaxy Nexus Official Launches Worldwide November galaxynexus samsung google ics',neutral
'gt RT RealJaythoven twitter and Facebook gone get sumbody beat up mane everybody b so reckless',neutral
'hervepierre mdr ouais une mauvaise exprience avec les vendeurs Apple store ma fait hair liphone',irrelevant
'Android IceCreamSandwich y el Galaxy Nexus no necesitas nada ms samsung google',irrelevant
'Frank hey q pedo como vamos en TWITTER',irrelevant
'Microsoft announces two new Xbox holiday bundles',neutral
'Hey apple why is Siri not available for the Mac',neutral
'DaphneDijkerman Wat let je om die vraag te stellen bij Blik op de weg er is vast wel een site waar dat kan google',irrelevant
'RT kvox Smart as hell The Great Tech War Of fmanjoo FastCompany Fab Four apple google amazon fac',neutral
'Thank god Gmail app has been redesigned under Android Conversations automatically expanded Google Android ICS',positive
'NIGGAS B TALK REACLESS OVA TWITTER LIKE I DNT GOT DAT TOOL N MI TRUCK BASKETBALL OV COURSE',neutral
