sentiment,TweetText
"neutral","Demo crime for google dude in white suit Face recognition for unlocking doesnt work if you wear make up apparently"
"neutral","Microsofts CEO Steve Ballmer critics the user friendliness of Android Android Google Microsoft WP"
"neutral","Microsoft delivers developer preview of Roslyn compiler as a service"
"negative","Twitter is blowing me I cant see my retweets"
"neutral","TechNet Blogs Technical Overview of DuetEnterprise for Microsoft SharePoint and SAP"
"irrelevant","AndhixD yaaa hehhe q habras echo toda la tardee mmm no no maaal maaal Haha oye algo le pasa a mi twitter"
"neutral","Good Morning Twitter Have a nice day"
"negative","All I can say about Apple right now is GoodRiddance See Cancer isnt ALL BAD"
"neutral","Microsoft Eyes A New Approach to Social Search"
"neutral","Lol Apple support playing Mary J Blige during the wait time"
"neutral","RT nineoh SIMPLY DA BEST ON TWITTER MY TWEEPS MuiDziak Ecofriendly wstein imCHOKOLATEwhoU SoDearMyHeart sscoop PyrexPress"
"neutral","Im thinking about Google GetGlue Google"
"neutral","Google thinks your digital books belong on a digital bookcase digitally video"
"irrelevant","Google eBook The way we shop is changing and marketing strategies are simply not keeping pace"
"neutral","Bill Gates to testify in Novel v Microsoft antitrust lawsUI t"
"neutral","Android SDK now available google android"
"irrelevant","ESTUDIO Microsoft vende ms pese a alto precio"
"neutral","B Nortel IP Deal Still Under DOJ Review Microsoft Exec via IPLaw in"
"irrelevant","microsoft tablet ziet erg goed uit wel jaar te laat adobeusergroup"
"neutral","Facebook Y Twitter Off xd"
"positive","Microsoft details Windows search improvements via SlashGear"
"neutral","RT nataliajones Use Twitter to generate traffic to your website"
"neutral","Some shld create a Business where they take ppls twitter streams over a period of time make them into a nice book keepsake urwelcome"
"neutral","Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at whats new from Android"
"irrelevant","Tengooo muchiisiimo sueo twitter off descanseen"
"irrelevant","soy un guacamaya en twitter"
"neutral","Twitter I apologize being out of line regardless what sum does I promise remain humble keep it from public eyeiloveyaHennessyNation"
"neutral","Android Google Android SDK now available DhilipSiva"
"negative","CBM Lies apple the battery on this new iPhoneS is definitely not any better ltlt check Settings times more App usage in iOS"
"irrelevant","TebanRk criszambrano o a estos menes ome cuando he dicho jajaja patos en el twitter Jams"
"neutral","Simontownsend Microsoft tests and proves AppSense enterprise scalability K users on one personalization DB"
"negative","FishMama If you made a purchase just wait for the apple survey hate going bc of the bad custserv"
"irrelevant","Belle le magliette che diamo a SMAU in Microsoft"
"irrelevant","Echelon Quality Management System pdf ebook google"
"neutral","Coursey Forbes Open Letter Steve Ballmer Please Retire OpenLetter SteveBallmer Microsoft"
"neutral","At the Genius Bar Waiting apple store"
"irrelevant","RT Brittjje Morgen maak ik bekend wie een WindowsPhone krijgt is ook de laatste dag dat je live mijn telefoon ziet detelefoonvanbr"
"neutral","Right Migrate from older mbp to imac using ethernet not firewire Thanks Drew for saving me some apple"
"positive","Microsoft Stores offer up free Windows Phone devices microsoft microsoftstores"
"negative","any chance apple will release good headphones that dont blast music outside the ears iphone ipod its quite obnoxious"
"neutral","hmm that should have read the milky white film of busyness D vs microsoft"
"positive","I became a Citizenship Member at Microsoft Thanks GOD MSPEgypt Microsoft"
"neutral","Whats a good twitter ap for iOS that links to FB accounts to post links help"
"positive","Amazing new Apple iOs feature"
"neutral","RT NeowinFeed Android Ice Cream Sandwich announcement roundup android google neowin"
"neutral","Android Ice Cream Sandwich Gmail reminds me a lot of iOS mail app CopyAndPaste Google"
"positive","Alright well Apple just got its ass kicked in the face by Google so hard with its new Googles Nexus phone It will be brilliant"
"neutral","In front of the apple store So many blue shirts I feel like Im at a smurf reunion iPhoneS"
"irrelevant","Ternuritas los que creen me la paso conectado al twitter no saben de las aplicaciones jajaja Oaxaca"
"irrelevant","muy buen experimento de google la cago D webgl la lleva"
"neutral","bye bye twitter"
"positive","making the switch from Android to Apple iphone iphoneS smartphone stevejobs Apple Store"
"neutral","Google Docs presentation makes PowerPoint weep beg for mercy via engadget google powerpoint microsoft haha"
"irrelevant","Prototipo Microsoft que convierte cualquier superficie en tctil asombroso"
"neutral","Samsung e o Google lanam hoje o Galaxy Nexus e o Android google samsung"
"neutral","Thanks Irma TellJuicy TWITTER BUSINESS November KingstonCC Twitter Melbourne Business"
"neutral","Waiting patiently for me at the apple store Badog"
"irrelevant","Los fabricantes de mviles y su integracin con las redes sociales Sony Ericson apunta a Facebook Apple a Twitter y Samsung a Google"
"neutral","WHTS GOIN ON TWITTER FAM"
"neutral","ChinkiiBeauty y u upTwitter"
"neutral","Check out this Interesting Blog on Tips from YouSendIt wht Consider When Migrating Microsoft Exchange"
"neutral","twitterfacebookOff good night everyone bye bye"
"irrelevant","De volta no Twitter Boa noite pessoas"
"positive","Impressive service apple genius bar metro centre Power cable replaced free n booked in for screen replacement for free D"
"neutral","google"
"neutral","Goodmorning twitter"
"neutral","GMusic Unites Google Music with Apple iOS Apps"
"irrelevant","RT twandroid Cest quand mme une confrence o on nattend pas h pour avoir une nouveaut google nexusprime"
"negative","Been on hold with apple customer service for minutes Wow lts like theyre timewarnercable"
"neutral","RT CrazyGolfer If you lose followers on Twitter dont worry even Jesus lost followers Unknown quote via smqueue"
"irrelevant","A ver si me meto en la adiccion esta de la mierda de twitter"
"positive","If you didnt know Free Microsoft HTML Webcamps on West Coast MountainView Redmond Portland check them out"
"positive","Microsoft tries to combine the Xbox WindowsPhone and PC and all of them will share the same neat looking interface"
"neutral","started out as a trip to the apple store turned into a spontaneous fun evening w MolleyMoody we danced while trying on outfits girls"
"neutral","Win an Apple iPod Touch from Mommygaga get the Pampers Hello World Baby Memories App PampersHelloApps"
"neutral","Win an Apple iPod Touch from Mommygaga get the Pampers Hello World Baby Memories App PampersHelloApps"
"neutral","Microsofts Kinect brings playful learning to the Xbox"
"neutral","RT yaksys My twitter age is year days hours minutes seconds Find out yours at twittertime"
"neutral","VisualStudio Developer Preview Training Kit released start learning Microsoft"
"positive","Apple will be adding more carrier support to the iPhone S just announced"
"neutral","twitter is trippin"
"positive","excellent AngryBirds Google Chrome Commercial p HD via youtube"
"irrelevant","Ahaaa Ich hab mein Problemkind gefunden KB ist der beltter microsoft office update"
"neutral","Guys from Microsoft tell Startpack developers about how to integrates with SystemCenter via web services"
"irrelevant","Y termina el evento Android Google Samsung"
"irrelevant","Samsung Galaxy Nexus el nuevo smartphone oficial Google con Android IceCream Sandwich Google Android"
"irrelevant","Microsoft CIO Leadership Circle ganz im Zeichen des neuen Arbeitens Wien pts microsoft"
"irrelevant","CES Keynotes erneut mit erstklassiger Besetzung ces Daimler Microsoft"
"neutral","That was good but when is it coming out What carriers What pricepoints android google"
"neutral","Tap to focus and face recognition ics galaxynexus google"
"irrelevant","Demasiado Twitter por hoy nos vemos TwitterOff"
"irrelevant","Hoy MiDia Facebook Twitter Noticias todo ha estado super divertido y acelerado Qu estar pasando"
"irrelevant","lo mejor de twitter es que no tenes que esperar un monton a que carge tu fotoD"
"neutral","Blackberry vs Apple iPhone"
"positive","The new camera app along with the zero delay camera on the Galaxy Nexus is very nice Google Android ICS"
"neutral","RT BucBoyy Its So Funny Because She Got A Twitter Now Lol"
"neutral","Who will be our Twitter winner daytimewdonna giveaway for this Fri Tweet about our show our guests why you LOVE us use dwd"
"irrelevant","vou saindo do TWITTER"
"irrelevant","de esa gente q acaba de leer el libro vi una definicin mdica y la pone en Twitter wevatotal"
"neutral","Apple cash balance billion surpassing the total operating balance of the US government rich apple google microsoft money"
"irrelevant","RT IMPULSONEGOCIOS Microsoft convierte en tctil a cualquier superficie VIDEO"
"irrelevant","Microsoft OmniTouch Convirtiendo cualquier superficie en una pantalla tctil"
"negative","Thank you twitter for not giving me the tweets that have been tweeted at me in the past days Lol blameitontheiphone ineedtoupdate"
"positive","Guess Im addicted to Twitter Writing the answers to marks University exam questions in less than characters P"
"positive","I love Ice Cream Sandwich Android Google Samsung"
"neutral","RT bytenow The next pure Google phone is the Galaxy Nexus by Samsung Its fast and has a nice screen"
"neutral","RT TheMacMob Sprint Verizon ATT Apple Stores"
"neutral","Follow your interests twitter"
"neutral","I wish there was Microsoft PowerPoint for iPad"
"irrelevant","Coole minuten VIDEO Een online checkout in een webwinkel in In Real Life google webshop"
"irrelevant","Twitter off mii voii"
"neutral","Twitter Buzz Builds for the Occupy Wall Street Movement CHARTS twitter occupywallstreet teamfollowback autofollow"
"neutral","RT WinBetaDotOrg Microsoft releases developer preview of Project Roslyn compiler Microsoft beta"
"neutral","Microsoft employees reveal theyre working on nextgeneration Xbox"
"irrelevant","rogriffo VC Viu ontem A Apple Estava dando IPhone No Site dos estados Unidos"
"positive","Nice talk by renatmin KenyaOpenDoor microsoft community"
"neutral","Straight Outta Hak Mob RT JhonDoeSmokes Out of my months of actually gettin on Twitter Ive only bee cont"
"neutral","No face tagging in the new Android gallery Google"
"neutral","Open Virtualization Format adopted by VMware Microsoft and Citrix How come no mention for open source leader RedHat vmworld SEC"
"neutral","Marlorific well I feel great about being your first twitter friend"
"irrelevant","Eles arrastaram os barcos para a praia deixaram tudo e seguiram JesusLucas e este foii o primeiro twitter da historia humana RT"
"neutral","Steves last Design is apparently the apple apple iPhone"
"irrelevant","Quieres un buen antivirus para tu Compu Aqu esta la solucin Antivirus de Microsoft"
"positive","i need a hookup stop teasing me google i want the new nexus"
"negative","So my iMessage still isnt working apple"
"neutral","OFAIA BarackObama itheperson wld like all gov reps have the date and state they reside in posted on their twitter pic wethepeople"
"neutral","Video SIRI also gets angry chrisvoss apple apple siri iphoneS Ai"
"neutral","Microsoft Hints at Windows Phone Apps from Indian Publishers and Services wp windowsphone msft"
"neutral","Google announces NFCbased Android Beam for sharing between phones android androidbeam"
"negative","twalve apple you know the issues they have with DST and alarms p"
"irrelevant","Apple Google Microsoft Um was streiten wir eigentlich Wer der bessere Abhrdienst ist Oder was"
"neutral","Thank you Internet for allowing me to be Bunny Watson for my friends google imdb allmusic"
"neutral","Metro design language Microsoft took inspiration from King County Metro microsoft metro windows bus"
"positive","RT EverettColdwell SusanFelicity One really good thing with twitter is that most people appear to be on the progressive left socia"
"neutral","RT gkumaran EMC White paper on Automated Perf Optimization for Microsoft Applications with EMC VMAX FAST VP and HyperV SCVMM htt"
"irrelevant","RT MicrosoftAiuta Microsoft vi aspetta a SMAU dal al ottobre venite a trovarci Siamo al Pad Stand A"
"negative","Overall I am a fan of the iPhone S however my Siri has issues connecting to the network Apple"
"positive","Buffalo Intel Microsoft IBM are the best pavilions at SMAU"
"neutral","Android Google Nexus S Getting Ice Cream Sandwich OS Theoretically Should Work on Any Android DhilipSiva"
"neutral","Google and Samsung Announce the Galaxy Nexus Android ICS Icecreamsandwich Google Samsung"
"neutral","searches on Google are related to location mobile search queries have local intent"
"negative","Distrust and angst amongst Nokia employees against Selop Microsoft fixation"
"irrelevant","linux ubuntu Windows microsoft Que gran diferencia"
"irrelevant","RT StevenBouquet BREKEND Microsoft en Linux nu beiden in de aanbieding"
"positive","There you go according to Google is builtin to the OSNexus line Smart move"
"irrelevant","Saints Row The Third and doughnuts for dinner microsoft pc"
"negative","Not greatly impressed with Google and Samsung presentation skills"
"negative","I hate Microsoft PowerPoint"
"neutral","Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes Youre Lucky lt"
"irrelevant","Pelado con la tecnologia iria a pegarle una pia a BillGates Odio a Microsoft"
"irrelevant","Ta medio tela hoy el twitter twitteroff goodnight everyone"
"irrelevant","Deiixando o twitter BOA NOITE a todos qual quer coisa s chamarem no facebook FUI"
"neutral","Hey google when unveiling a new productuse a backdrop w lots of spatialtemporal high resolution activity Video codecs will love it"
"positive","guardiantech I love the And now it is looking to China Apple funds sweatshops there while Gates funds a foundation apple microsoft"
"irrelevant","Steve Ballmer haalt uit naar Android Ironisch als je bedenkt dat Microsoft goed aan Android verdient"
"irrelevant","Lets play a game ie microsoft useragent yourbrowsermatters radiotux webstandardat heiseonline ChrisZwitschert"
"neutral","TheRealJedaD If her name aint Twitter then ur not bcuz u been on here for a minute goin HAMlol Im Just Sayin"
"neutral","Twitter Off"
"neutral","RT whymicrosoft Googles Ad revenue for Q was of total revenue So are Google customers the commodity being sold to advertisers"
"positive","Apple Siri is amazing Im in love"
"neutral","tomcastiglia and sharepointony now presenting on SharePoint upgrade planning at our SharePoint ECM Summit at the Microsoft Tech Center"
"irrelevant","Sigo resentida porque yo quera ver solamente a cobra Evenpro para la prxima no metan tanto la pata Twitter OFF"
"neutral","Hall Pass had me rolling Apple bees lookin for nookie really"
"neutral","The new panorama feature in Android Ice Cream Sandwich is pretty cool Saw a glitch in the live presentation though Google"
"neutral","RT Juani You doing a lot of hating guy RT BlueChipperz This nigga need to go to Twitter Jail"
"irrelevant","Me dijeron q me vuelva al pas de los soretes y llegue a Twitter con todos ustedes D"
"neutral","virgojud well maybe if you would set ya apple products to send push notifications it would go through"
"irrelevant","Apple Handy iPhone SBesitzer schimpfen ber Netzprobleme"
"neutral","This is what I have been waiting for RT Apple The last big project Steve Jobs was working on was the new cranial insertion device iMplant"
"negative","i update to ios and lose everything on my phone and it wont let me sign into my itunes account thanks Apple"
"irrelevant","RT ricklennie Un vistazo a Windows Server Microsoft MSDP"
"positive","apple you have invented a product that actually gets my brother to call my parents when he gets where hes going Amazing siri ipods"
"neutral","RT KnowYourMobile Steve Ballmer says new Windows Phones will launch at Nokia World event WP microsoft"
"neutral","iPhone S Setup SIRI for your Tweets apple apple iphone siri"
"negative","paulens It surprises me that Apple throws up an error alert about authorizing and theres no Authorize this computer button"
"irrelevant","definitivamente sigo sin entender un carajo de Google"
"neutral","ICS showoff froze my browser Well time for sleep I guess Android Google Samsung"
"neutral","Android Google Android Ice Cream Sandwich Official SDK Now Available DhilipSiva"
"neutral","RT Androidheadline Three UK to carry the Samsung Galaxy Nexus android Samsung UK telecom biznews Google news"
"irrelevant","ManagementTool aus der Cloud Microsoft erweitert Intune um Softwareverteilung und Remote Task windows"
"irrelevant","followme followmejp follow japan twitter"
"neutral","Ufff after Microsoft MTS and MVP meeting Was great MVPBuzz"
"neutral","Need info Microsoft CRM then check this out"
"irrelevant","Microsoft se rjouit davoir loup le rachat de Yahoo"
"neutral","Twitter Buzz Builds for the Occupy Wall Street Movement CHARTS twitter"
"irrelevant","VolviiendoO Ah Twitter haha Diios Les Bendiiga"
"positive","So glad Google adopted a design philosophy for Android aka It shows soooo much This is the polish Ive been waiting for"
"irrelevant","Zou microsoft vrij van rancune zijn Hier de reactie op de populaire Androidtel"
"neutral","EvolutionOfIT cloud event BenchmarkLearn can any microsoft or MSLearning folks help create us a windows azure pass ex BLAZURE"
"neutral","Microsoft details Windowss new Start Screen Search"
"neutral","Check out our newly revamped Testimonials page for more information on how Microsoft Dynamics CRM can work fo"
"neutral","Mommygaga Win an Apple iPod Touch Mommygaga get the Pampers Hello World Baby Memories App PampersHelloApps"
"irrelevant","sipcom supporting arkadin at ipexpo showing the advantages of hosted lync for enterprises ucoms MSFTnews Microsoft ucexpo in"
"irrelevant","ICS plutt bien dans lensemble perso jaime beaucoup linterface des contact epic fail reconnaissance faciale google android"
"neutral","Microsoft CEO Looks Ahead at Social and Mobile Plans Technology Microsoft Nokia"
"negative","Anyone else seeing missing signal bars on their iPhone GS with an upgrade to iOS cc applecanada apple forstall"
"neutral","SincerelytiGG I guess dat wat twitter does lol"
"neutral","Microsoft turns your body into a touchscreen Microsoft"
"neutral","Google confirms Nexus S will get Ice Cream Sandwich for real this time Gingerbread"
"irrelevant","CriistianZepeda oyendo musica chat en TWITTER"
"neutral","Novo Nick in twitter Hehe"
"neutral","RT FaithMcNally RhiannaRaee hanging apple in tacoma listening to the beatles"
"negative","Mayati I think Apple didnt do such a thorough job with the step x steps for upgrade and move to iCloud Now its cost me mightily"
"neutral","Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at whats new from Android"
"negative","Siri is having a hard time remembering who my sister is contact card needs space for family info iPhoneS apple"
"neutral","wheniwas Apple registered the domain name thus beginning their plan for world domination"
"positive","twitter keeps me company when i cant sleep"
"positive","Hilarious youtube video guy does a duet with apple s Siri Pretty much sums up the love affair"
"neutral","Twitter Whats happening Facebook Whats on your mind Myspace Where is everyone"
"neutral","Steve Ballmer At Web Microsoft CEO Disses Android iPhone sem mobile"
"irrelevant","Excelente articulo RT teresitacc Interesting read How Apple eclipsed Microsoft via guardian cc elcheicon"
"neutral","Twitter to Reformat All URLs With Tco"
"neutral","Noarchive is used to restrict search engines from saving a cached copy of the page Google"
"positive","ICS looks awesome please let me have it on my phone android google motorola"
"neutral","apple facebook facebook microsoft hahahahaha"
"neutral","facebook oof twitter of night night every"
"neutral","Next year is going to be really interesting in tech as Google Amazon Facebook and Apple vie for new growth areas"
"irrelevant","Mango shows Microsoft still has the taste for smartphone success Apple Google"
"neutral","nothing like saying screw you to a bad real estate company on different social pages google citysearch yellowpages yelp yahoo"
"neutral","Microsoft Codename Data Explorer CTP Coming Next Month SQLServer SQL SQLAzure"
"positive","apple iOS upgrade done Much better feature Few more feature required"
"irrelevant","Twitter Facebook Google YouTube Msn Gmail OFF A dormir se ha dicho"
"neutral","On Google then go here GPlus Googleplus Google teamfollowback socialnetwork"
"neutral","RT SourDReyyy obsexxed got one of the dopest blogs on Twitter and TumblrRealTalk"
"negative","Microsoft took months to recruit Everson and months to lose her to Faceboook via Adweek"
"neutral","Why is everyone hating on Android IceCreamSandwich ICS everyoneisacritic os google"
"neutral","People arent the same as they wanna be perceived on twitterPlease believe Im that crazy bitch at work who slaps everyones ass in line"
"irrelevant","StevenRestern Wvn soi novato en Twitter me explica D"
"neutral","Can an algorithm be wrong Twitter Trends the specter of censorship and our faith in the algorithms around us"
"neutral","engineers google Manny Marroquin MannyMarroquin"
"neutral","Sleep Finally Twitter"
"positive","Google Nexus press conference slick"
"neutral","Just wonder how much time it will take throw an update of android ICS on Nexus S Please google make it quick this time"
"irrelevant","RT twandroid Consommation data affiche dans les paramtres avec mme une approximation de la consommation future google nexusprime"
"neutral","Why doesnt the Genius have songs for Watch the Throne yet HUH APPLE"
"neutral","Microsofts Steve Ballmer attacks Android phones Telegraph via Telegraph"
"neutral","BADDchikkENT See What I Mean Twitter oO"
"irrelevant","Bom vou fechar esse Twitter porque ele est roubando os meus assuntos"
"irrelevant","chriswglowe apple gadgetlab you can tell me tonight cracking open the vodka tonight if you fancy"
"neutral","kaiylwlf So Tumblr is way more addictive than Twitter but i still love both of them and they can coincide with each other bromance"
"neutral","Gonna Crash Out Pretty Tired Night Twitterlt"
"neutral","madtruckman Modern Day Autograph I like the way you put that twitter"
"neutral","I need unfollow some of these wannabe Gs RT SteveGrofTeeZ RT TheKase Do real thugs have twitter confusedbymytimeline Hell no"
"irrelevant","RT packardbell Microsoft presenta un teclado touch sobre cualquier superficie"
"positive","Thanks Android for admitting youre ugly New font is a good start ics google"
"neutral","watching a new interview with LLDBB giving props to twitter glad to see her out on her own doing her own thang"
"neutral","Everybody a somebody on twitter FAKE ASSES"
"neutral","Night twitter lord please let that girl get some sleep"
"irrelevant","Noti Bolivia Microsoft lanza sitio oficial de Skype"
"neutral","RT BucBoyy Ima Addicted To Twitter"
"positive","Microsoft Cloud Microsoft offers students free access to its technologies to improve employability Dubbe TCN"
"positive","RT RoycinD FINALLY Power Volume Screenshot No more rooting required Google ICS galaxynexus"
"neutral","ahooten welcomee to twitter"
"neutral","these chickz on twitter stay with they mommy"
"positive","Thx instagram Thx apple hypo D trix"
"negative","RT RedDeerSteph Joelplane apple I hear you Ive had trouble with my now Ive even turned down brightness andshuttingdownru"
"neutral","Thanks for the follow dont forget to add us to your Twitter list"
"neutral","FreeSoftwareFoundation publicly warns of danger of implementing Microsoft Restrictedboot wo UEFI anonymous USDOR"
"irrelevant","uniquegens Microsoft"
"irrelevant","Buenas noches a todos ya casi fin d semana y maana clase a las ya el ultimo jalon twitter off"
"negative","Correction Best Buy kudos to Chris Alamo Ranch SA TXfixed issues couldnt resolve after day w ATT Apple Hero of my day"
"neutral","i just realized if i have a ridiculously long name in twitter no one could reply to me hmm the possibilities"
"irrelevant","RT remcovandenhout Meest comfortabele Touch area voor tablets volgens onderzoek Microsoft augnl thumbsUp"
"irrelevant","Microsoft portiert Enterprise BIApps auf iOS und Android ITespressode"
"positive","Thank you apple My new gfiphones is great She does everything"
"irrelevant","MI NOVIA Y COSTUMBRE DE DEJARME DE SEGUIR EN TWITTER JAJJAA"
"neutral","RT BrightSideNews Google and Samsung Announce the Galaxy Nexus Android ICS Icecreamsandwich Google Samsung"
"negative","Why is Google advertising Adwords Express on Bing Hmmm I know Ballmer is happy D Google your already a monopoly"
"neutral","New Galaxy Nexus App Improvements New visual voicemail within the phone app nexus samsung google android bitlynEJbyE"
"positive","But fb still sucks amp twitter beats it anyday"
"neutral","Comparing the apple BlackBerry appsinterfaces can anyone imagine how BlackBerry could have done worse sadreally"
"irrelevant","Me identifico mas con TWITTER q con FACE xq aqui puedo expresar todo lo q siento x JUSTIN sin temor a ser criticada"
"irrelevant","necesito encontrar tantas respuestas que no las da ni google ni wikipedia entonces donde"
"irrelevant","YersonAponte Que conste quedo en el Twitter xD"
"irrelevant","DayaThomas Amiga le doy mi Bienvenida al Twitter Kisesessesesesesesese"
"negative","I will never purchase another Apple product for the rest of my life I am glad Steve Jobs is fucking dead MAY YOU FUCKING ROT IN HELL"
"negative","Apparently fuzzball crashes on iOS Congratulations apple on another incompatible upgrade"
"neutral","Raza Abbas NumeroUno RazaNumeroUno thanks for following me on Twitter Happy Tweeting"
"neutral","Well Im kinda really bored right now time to waste some time reading quotes on twitter"
"irrelevant","Natalysanchezs segn se un sentimiento google"
"irrelevant","Recuerdan que Apple haba comprado el dominio html com pues ahora es de Microsoft O Qu se traen estos"
"negative","WHY DFF IS TWITTER STILL LAGGIN ON SHOWIN WHO RETWEETS UR SHITT"
"neutral","Stay hungry stay foolish Steve Jobs founder Apple WinningWithEL"
"neutral","I just installed Twidroyd for Twitter on my Android Phone Its Free and you can mute users"
"neutral","Google To Begin Encrypting Searches Outbound Clicks By Default With SSL Search searchengineland"
"irrelevant","RT TAXI twitter"
"negative","With friends like Billgates and steveballmet at microsoft who needs enemies"
"negative","Boy could apple make it any harder to put my purchased music from the cloud on to my new macbook pro You must authorize this computer"
"positive","Apple downloads of iOS are proving popular with users"
"irrelevant","Busco ms Desarrolladores C con experiencia tambin en Testing para proyecto en Microsoft net RRHH empleo"
"negative","Nokia cooperation with Microsoft listed as the th riskiest business move of the year"
"irrelevant","probando la videollamada en facebookbuenooooo en esto si le ganaron a Twitter"
"neutral","RT guardiantech Microsoft Kinect brings playful learning to the Xbox Gaming"
"neutral","Bravo u should have a cast of Latina housewives WE have some pretty successful Latina Women in this world GOOGLE them"
"irrelevant","che palle sto cacchio di WP di merda con un Whatsapp che funziona di cacca per colpa del sistema di notifica apple send me an iphone"
"positive","I want the new google galaxynexus Android is going to be the fucks"
"neutral","SpeechTrans on Apple App store listed as the best bidirectional Speech To Speech Translator Posts on Twitter"
"neutral","ihateitwhen i think of a cool twitby da tym i grab da fone load twitter i would have forgotten it dumbass"
"neutral","U pick CameraIphones orCameraIpad apple"
"irrelevant","Google Google Galaxy Nexus Seite ist online TeaserVideo Caschys Blog Uhr und die Galaxy Nexus Seit"
"positive","SO to apple for replacing my phone for free"
"neutral","stage Toulouse Microsoft net SuperBote Win geeks Please RT"
"neutral","Best night inna while newbestfriends wish you kids had Twitter amaturehour"
"neutral","RT edatpost Apple fan Eric Holder spotted at the Genius Store"
"irrelevant","Lo Bueno de twitter es que no cualquier babos Tiene Claro que hay unos casos que"
"neutral","Join Microsoft Experts in hr for a live technical chat on WindowsPhone Mango Live Tiles wpdev wp msteched"
"neutral","Hm Cant decide if I should like it or not Microsoft OmniTouch"
"neutral","google Unwrapping Ice Cream Sandwich on the Galaxy Nexus"
"neutral","RT xJustLuckyx I dont know why I even bother checking FB anymore I stare for two minutes and just log off lol TwittergtFb"
"neutral","Dropbox balked at acquisition by Apple My apps thank them"
"neutral","grumbledook still poor central management from Apple then microsoft"
"irrelevant","Microsoft SystemCenter"
"irrelevant","el twitter es demasiado adictivo"
"irrelevant","Teach Different iTeach Therefore iAm apple teachforus teachforamerica ipad stevejobs"
"positive","apple the iPhone s is great genius"
"negative","zombiebomber have been on the phone with verizonwireless and apple pretty much ever since then Really annoyed"
"negative","Microsoft Dynamics NAV is a cesspit Extreme consultingware To be avoided"
"neutral","RT StrTalk Need to step my twitter game Where is teamfollowback miami ff JAYSCANDRETH WhatupHOE"
"positive","iPhone S in Space this is amazing creative apple your products inspire people to do unbelievable things"
"negative","RT ItalianJoya i better be able to see my RTs tomorrow twitter and tell that lil blue ass bird and fat ass over capacity whale to"
"neutral","Apple sells record M iPhoneS phones in first days"
"irrelevant","RT DonChambitas Busco ms Desarrolladores C con experiencia tambin en Testing para proyecto en Microsoft net"
"irrelevant","Skype geovannyacaro como en twitter geovannyacaro"
"neutral","Tool to allow users to apply DataQuality rules directly from MS Excel Learn more infamarketplace Excel Microsoft"
"irrelevant","RT aranzibia Las aplicaciones ms populares para iPhone va AppleWeblog iphone apple"
"irrelevant","Sistema de fotos panormicas na camera do icecream sandwich icecreamsandwich galaxynexus google samsung"
"negative","apple why dont you guys test your upgrades before you put them out hrs u guys wasted of my time yesterday Thanks"
"neutral","is it me or blackberry is begging ppl not to go apple iphone"
"neutral","RT meko Google Android ICS IceCreamSandwich"
"irrelevant","Fullscreen berall nur der AppStore hat keine Option dafr Warum apple"
"neutral","Wowww Can watching Twitter trends help predict the future via zite"
"neutral","Microsoft Announces Interactive TV For Childrens Games Story Books Xbox Microsoft family fb"
"neutral","RT CNBC The Worlds Most Tweeted Moments Link to Story Twitter"
"irrelevant","PorzelinCako jaja yo tmb esoy como mafferrdz como no tengo ni perro ps minimo Twitter jaja"
"positive","Is it just me or is iOS faster for the iPad apple"
"neutral","Samsung Galaxy Nexus Official Launches Worldwide November galaxynexus samsung google ics"
"neutral","gt RT RealJaythoven twitter and Facebook gone get sumbody beat up mane everybody b so reckless"
"irrelevant","hervepierre mdr ouais une mauvaise exprience avec les vendeurs Apple store ma fait hair liphone"
"irrelevant","Android IceCreamSandwich y el Galaxy Nexus no necesitas nada ms samsung google"
"irrelevant","Frank hey q pedo como vamos en TWITTER"
"neutral","Microsoft announces two new Xbox holiday bundles"
"neutral","Hey apple why is Siri not available for the Mac"
"irrelevant","DaphneDijkerman Wat let je om die vraag te stellen bij Blik op de weg er is vast wel een site waar dat kan google"
"neutral","RT kvox Smart as hell The Great Tech War Of fmanjoo FastCompany Fab Four apple google amazon fac"
"positive","Thank god Gmail app has been redesigned under Android Conversations automatically expanded Google Android ICS"
"neutral","NIGGAS B TALK REACLESS OVA TWITTER LIKE I DNT GOT DAT TOOL N MI TRUCK BASKETBALL OV COURSE"
"positive","iScream u scream v all scream android IceCreamSandwich A job well done by google and a major game changer in the mobile OS space"
"neutral","People that do this This Is My Twitter and pound everything Needs to delete their Twitter"
"irrelevant","NaniRicciHitch Mais oooh Je Joke comme on dit sur twitter On papote demain Bises"
"irrelevant","me encanta sacarme dudas existenciales con respecto a la diferencia entre objetivamente y subjetivamente GRACIAS GOOGLE"
"irrelevant","RT gattenist GoogleGoogleGalaxy Nexus androidjp samsung google galaxynexus"
"neutral","A ChildsEye View Of Microsofts Kinect For Kids solutions Kasper"
"positive","Wow Great deals on refurbed iPad first gen models RT Apple offers great deals on refurbished stgen iPads Apple"
"positive","Android Google Device Frame Generator Updated For Galaxy Nexus Your Screenshots Just Got Prettier DhilipSiva"
"irrelevant","nelsonfenc recupere el twitter para mi iPODzombi EpicWin de nuevo"
"negative","azeev apple umber Proper consolidation proper syncing stop losing my PURCHASED items checkboxes that do what you think they will do"
